from	to
Arcturidae	Trematomus nicolai
Nototanais antarcticus	Trematomus nicolai
Peraeospinosus pushkini	Trematomus nicolai
Nototanais dimorphus	Trematomus nicolai
Notaeolidia gigas	Trematomus nicolai
Austrodoris kerguelenensis	Trematomus nicolai
Trophon longstaffi	Trematomus nicolai
Tritonia antarctica	Trematomus nicolai
Aegires albus	Trematomus nicolai
Bathydoris clavigera	Trematomus nicolai
Tritoniella belli	Trematomus nicolai
Harpovoluta charcoti	Trematomus nicolai
Puncturella conica	Trematomus nicolai
Neobuccinum eatoni	Trematomus nicolai
Marseniopsis mollis	Trematomus nicolai
Marseniopsis conica	Trematomus nicolai
Parmaphorella mawsoni	Trematomus nicolai
Amauropsis rossiana	Trematomus nicolai
Newnesia antarctica	Trematomus nicolai
Falsimargarita gemma	Trematomus nicolai
Marginella ealesa	Trematomus nicolai
Pontiothauma ergata	Trematomus nicolai
Probuccinum tenuistriatum	Trematomus nicolai
Euphausia crystallorophias	Trematomus pennellii
Euphausia superba	Trematomus pennellii
Ampelisca richardsoni	Trematomus pennellii
Abyssorchomene rossi	Trematomus pennellii
Abyssorchomene plebs	Trematomus pennellii
Abyssorchomene nodimanus	Trematomus pennellii
Eusirus antarcticus	Trematomus pennellii
Eusirus perdentatus	Trematomus pennellii
Alexandrella mixta	Trematomus pennellii
Tryphosella murrayi	Trematomus pennellii
Waldeckia obesa	Trematomus pennellii
Parschisturella ceruviata	Trematomus pennellii
Paramoera walkeri	Trematomus pennellii
Epimeriella walkeri	Trematomus pennellii
Cyllopus lucasii	Trematomus pennellii
Hyperiella dilatata	Trematomus pennellii
Vibilia antarctica	Trematomus pennellii
Vibilia stebbingi	Trematomus pennellii
Hyperia macrocephala	Trematomus pennellii
Epimeria similis	Trematomus pennellii
Epimeria robusta	Trematomus pennellii
Epimeria macrodonta	Trematomus pennellii
Epimeria rubrieques	Trematomus pennellii
Epimeria georgiana	Trematomus pennellii
Melphidippa antarctica	Trematomus pennellii
Oediceroides emarginatus	Trematomus pennellii
Oediceroides calmani	Trematomus pennellii
Maxilliphimedia longipes	Trematomus pennellii
Gnathiphimedia mandibularis	Trematomus pennellii
Echiniphimedia hodgsoni	Trematomus pennellii
Iphimediella  cyclogena	Trematomus pennellii
Paraceradocus gibber	Trematomus pennellii
Liljeborgia georgiana	Trematomus pennellii
Momoculodes scabriculosus	Trematomus pennellii
Uristes gigas	Trematomus pennellii
Eurythenes gryllus	Trematomus pennellii
Bathypanoploea schellenbergi	Trematomus pennellii
Pseudorchomene coatsi	Trematomus pennellii
Heterophoxus videns	Trematomus pennellii
Haplocheira plumosa	Trematomus pennellii
Oradarea edentata	Trematomus pennellii
Djerboa furcipes	Trematomus pennellii
Rhachotropis antarctica	Trematomus pennellii
Themisto gaudichaudii	Trematomus pennellii
Primno macropa	Trematomus pennellii
Notocrangon antarcticus	Trematomus pennellii
Chorismus antarcticus	Trematomus pennellii
Nematocarcinus lanceopes	Trematomus pennellii
Rhincalanus gigas	Trematomus pennellii
Calanus propinquus	Trematomus pennellii
Calanoides acutus	Trematomus pennellii
Metridia gerlachei	Trematomus pennellii
Paraeuchaeta antarctica	Trematomus pennellii
Ceratoserolis meridionalis	Trematomus pennellii
Frontoserolis bouvieri	Trematomus pennellii
Natatolana obtusata	Trematomus pennellii
Natatolana oculata	Trematomus pennellii
Natatolana meridionalis	Trematomus pennellii
Munna globicauda	Trematomus pennellii
Serolella bouveri	Trematomus pennellii
Serolis polita	Trematomus pennellii
Gnathia calva	Trematomus pennellii
Glyptonotus antarcticus	Trematomus pennellii
Austrosignum grande	Trematomus pennellii
Aega antarctica	Trematomus pennellii
Arcturidae	Trematomus pennellii
Conchoecia hettacra	Trematomus pennellii
Alacia hettacra	Trematomus pennellii
Alacia belgicae	Trematomus pennellii
Metaconchoecia isocheira	Trematomus pennellii
Boroecia antipoda	Trematomus pennellii
Conchoecia antipoda	Trematomus pennellii
Nototanais antarcticus	Trematomus pennellii
Peraeospinosus pushkini	Trematomus pennellii
Nototanais dimorphus	Trematomus pennellii
Pentanymphon antarcticum	Trematomus pennellii
Laetmonice producta	Trematomus pennellii
Harmothoe spinosa	Trematomus pennellii
Harmothoe crosetensis	Trematomus pennellii
Harmotoe hartmanae	Trematomus pennellii
Polyeunoa laevis	Trematomus pennellii
Barrukia cristata	Trematomus pennellii
Eulagisca gigantea	Trematomus pennellii
Eunoe spica	Trematomus pennellii
Eunoe hartmanae	Trematomus pennellii
Eunoe spica spicoides	Trematomus pennellii
Vanadis antarctica	Trematomus pennellii
Pista spinifera	Trematomus pennellii
Phyllocomus crocea	Trematomus pennellii
Terebella ehlersi	Trematomus pennellii
Eucranta mollis	Trematomus pennellii
Silicularia rosea	Trematomus pennellii
Tubularia ralphii	Trematomus pennellii
Oswaldella antarctica	Trematomus pennellii
Monocaulus parvula	Trematomus pennellii
Urticinopsis antarctica	Trematomus pennellii
Isotealia antarctica	Trematomus pennellii
Edwardsia meridionalis	Trematomus pennellii
Isosicyonis alba	Trematomus pennellii
Alcyonium antarcticum	Trematomus pennellii
Anthomastus bathyproctus	Trematomus pennellii
Notaeolidia gigas	Trematomus pennellii
Austrodoris kerguelenensis	Trematomus pennellii
Trophon longstaffi	Trematomus pennellii
Tritonia antarctica	Trematomus pennellii
Aegires albus	Trematomus pennellii
Bathydoris clavigera	Trematomus pennellii
Tritoniella belli	Trematomus pennellii
Harpovoluta charcoti	Trematomus pennellii
Puncturella conica	Trematomus pennellii
Neobuccinum eatoni	Trematomus pennellii
Marseniopsis mollis	Trematomus pennellii
Marseniopsis conica	Trematomus pennellii
Parmaphorella mawsoni	Trematomus pennellii
Amauropsis rossiana	Trematomus pennellii
Newnesia antarctica	Trematomus pennellii
Falsimargarita gemma	Trematomus pennellii
Marginella ealesa	Trematomus pennellii
Pontiothauma ergata	Trematomus pennellii
Probuccinum tenuistriatum	Trematomus pennellii
Cyclocardia astartoides	Trematomus pennellii
Yolida eightsi	Trematomus pennellii
Laternula elliptica	Trematomus pennellii
Limopsis lillei	Trematomus pennellii
Limopsis marionensis	Trematomus pennellii
Lissarca notorcadensis	Trematomus pennellii
Propeleda longicaudata	Trematomus pennellii
Artedidraco orianae	Trematomus pennellii
Artedidraco loennbergi	Trematomus pennellii
Artedidraco skottsbergi	Trematomus pennellii
Dolloidraco longedorsalis	Trematomus pennellii
Pogonophryne marmorata	Trematomus pennellii
Pogonophryne phyllopogon	Trematomus pennellii
Pogonophryne permitini	Trematomus pennellii
Pogonophryne scotti	Trematomus pennellii
Pogonophryne barsukovi	Trematomus pennellii
Cygnodraco mawsoni	Trematomus pennellii
Gerlachea australis	Trematomus pennellii
Gymnodraco acuticeps	Trematomus pennellii
Prionodraco evansii	Trematomus pennellii
Racovitzia glacialis	Trematomus pennellii
Chaenodraco wilsoni	Trematomus pennellii
Chionodraco hamatus	Trematomus pennellii
Chionodraco myersi	Trematomus pennellii
Cryodraco antarcticus	Trematomus pennellii
Dacodraco hunteri	Trematomus pennellii
Pagetopsis maculatus	Trematomus pennellii
Aethotaxis mitopteryx	Trematomus pennellii
Dissostichus mawsoni	Trematomus pennellii
Trematomus eulepidotus	Trematomus pennellii
Trematomus lepidorhinus	Trematomus pennellii
Trematomus loennbergii	Trematomus pennellii
Trematomus nicolai	Trematomus pennellii
Trematomus pennellii	Trematomus pennellii
Trematomus scotti	Trematomus pennellii
Notothenia marmorata	Trematomus pennellii
Notothenia coriiceps	Trematomus pennellii
Trematomus bernacchii	Trematomus pennellii
Trematomus hansoni	Trematomus pennellii
Macrourus holotrachys	Trematomus pennellii
Macrourus whitsoni	Trematomus pennellii
Harpagifer antarcticus	Trematomus pennellii
Pagetopsis macropterus	Trematomus pennellii
Muraenolepis marmoratus	Trematomus pennellii
Muraenolepis microps	Trematomus pennellii
Pachycara brachycephalum	Trematomus pennellii
Champsocephalus gunnari	Trematomus pennellii
Euphausia crystallorophias	Trematomus scotti
Euphausia superba	Trematomus scotti
Ampelisca richardsoni	Trematomus scotti
Abyssorchomene rossi	Trematomus scotti
Abyssorchomene plebs	Trematomus scotti
Abyssorchomene nodimanus	Trematomus scotti
Eusirus antarcticus	Trematomus scotti
Eusirus perdentatus	Trematomus scotti
Alexandrella mixta	Trematomus scotti
Tryphosella murrayi	Trematomus scotti
Waldeckia obesa	Trematomus scotti
Parschisturella ceruviata	Trematomus scotti
Paramoera walkeri	Trematomus scotti
Epimeriella walkeri	Trematomus scotti
Cyllopus lucasii	Trematomus scotti
Hyperiella dilatata	Trematomus scotti
Vibilia antarctica	Trematomus scotti
Vibilia stebbingi	Trematomus scotti
Hyperia macrocephala	Trematomus scotti
Epimeria similis	Trematomus scotti
Epimeria robusta	Trematomus scotti
Epimeria macrodonta	Trematomus scotti
Epimeria rubrieques	Trematomus scotti
Epimeria georgiana	Trematomus scotti
Melphidippa antarctica	Trematomus scotti
Oediceroides emarginatus	Trematomus scotti
Oediceroides calmani	Trematomus scotti
Maxilliphimedia longipes	Trematomus scotti
Gnathiphimedia mandibularis	Trematomus scotti
Echiniphimedia hodgsoni	Trematomus scotti
Iphimediella  cyclogena	Trematomus scotti
Paraceradocus gibber	Trematomus scotti
Liljeborgia georgiana	Trematomus scotti
Momoculodes scabriculosus	Trematomus scotti
Uristes gigas	Trematomus scotti
Eurythenes gryllus	Trematomus scotti
Bathypanoploea schellenbergi	Trematomus scotti
Pseudorchomene coatsi	Trematomus scotti
Heterophoxus videns	Trematomus scotti
Haplocheira plumosa	Trematomus scotti
Oradarea edentata	Trematomus scotti
Djerboa furcipes	Trematomus scotti
Rhachotropis antarctica	Trematomus scotti
Themisto gaudichaudii	Trematomus scotti
Primno macropa	Trematomus scotti
Rhincalanus gigas	Trematomus scotti
Calanus propinquus	Trematomus scotti
Calanoides acutus	Trematomus scotti
Metridia gerlachei	Trematomus scotti
Paraeuchaeta antarctica	Trematomus scotti
Eucopia australis	Trematomus scotti
Euchaetomera antarcticus	Trematomus scotti
Antarctomysis maxima	Trematomus scotti
Ceratoserolis meridionalis	Trematomus scotti
Frontoserolis bouvieri	Trematomus scotti
Natatolana obtusata	Trematomus scotti
Natatolana oculata	Trematomus scotti
Natatolana meridionalis	Trematomus scotti
Munna globicauda	Trematomus scotti
Serolella bouveri	Trematomus scotti
Serolis polita	Trematomus scotti
Gnathia calva	Trematomus scotti
Glyptonotus antarcticus	Trematomus scotti
Austrosignum grande	Trematomus scotti
Aega antarctica	Trematomus scotti
Arcturidae	Trematomus scotti
Conchoecia hettacra	Trematomus scotti
Alacia hettacra	Trematomus scotti
Alacia belgicae	Trematomus scotti
Metaconchoecia isocheira	Trematomus scotti
Boroecia antipoda	Trematomus scotti
Conchoecia antipoda	Trematomus scotti
Nototanais antarcticus	Trematomus scotti
Peraeospinosus pushkini	Trematomus scotti
Nototanais dimorphus	Trematomus scotti
Eudorella splendida	Trematomus scotti
Vaunthompsonia indermis	Trematomus scotti
Camylaspis maculata	Trematomus scotti
Diastylis mawsoni	Trematomus scotti
Ekleptostylis debroyeri	Trematomus scotti
Pentanymphon antarcticum	Trematomus scotti
Laetmonice producta	Trematomus scotti
Harmothoe spinosa	Trematomus scotti
Harmothoe crosetensis	Trematomus scotti
Harmotoe hartmanae	Trematomus scotti
Polyeunoa laevis	Trematomus scotti
Barrukia cristata	Trematomus scotti
Eulagisca gigantea	Trematomus scotti
Eunoe spica	Trematomus scotti
Eunoe hartmanae	Trematomus scotti
Eunoe spica spicoides	Trematomus scotti
Vanadis antarctica	Trematomus scotti
Pista spinifera	Trematomus scotti
Phyllocomus crocea	Trematomus scotti
Terebella ehlersi	Trematomus scotti
Eucranta mollis	Trematomus scotti
Promachocrinus kerguelensis	Trematomus scotti
Anthometra adriani	Trematomus scotti
Silicularia rosea	Trematomus scotti
Tubularia ralphii	Trematomus scotti
Oswaldella antarctica	Trematomus scotti
Monocaulus parvula	Trematomus scotti
Notaeolidia gigas	Trematomus scotti
Austrodoris kerguelenensis	Trematomus scotti
Trophon longstaffi	Trematomus scotti
Tritonia antarctica	Trematomus scotti
Aegires albus	Trematomus scotti
Bathydoris clavigera	Trematomus scotti
Tritoniella belli	Trematomus scotti
Harpovoluta charcoti	Trematomus scotti
Puncturella conica	Trematomus scotti
Neobuccinum eatoni	Trematomus scotti
Marseniopsis mollis	Trematomus scotti
Marseniopsis conica	Trematomus scotti
Parmaphorella mawsoni	Trematomus scotti
Amauropsis rossiana	Trematomus scotti
Newnesia antarctica	Trematomus scotti
Falsimargarita gemma	Trematomus scotti
Marginella ealesa	Trematomus scotti
Pontiothauma ergata	Trematomus scotti
Probuccinum tenuistriatum	Trematomus scotti
Euphausia crystallorophias	Pleuragramma antarcticum
Euphausia frigida	Pleuragramma antarcticum
Thysanoessa macrura	Pleuragramma antarcticum
Euphausia superba	Pleuragramma antarcticum
Cyllopus lucasii	Pleuragramma antarcticum
Rhincalanus gigas	Pleuragramma antarcticum
Calanus propinquus	Pleuragramma antarcticum
Calanoides acutus	Pleuragramma antarcticum
Metridia gerlachei	Pleuragramma antarcticum
Paraeuchaeta antarctica	Pleuragramma antarcticum
Salpa thompsoni	Pleuragramma antarcticum
Pleuragramma antarcticum	Pleuragramma antarcticum
Electrona antarctica	Pleuragramma antarcticum
Bathylagus antarcticus	Pleuragramma antarcticum
Notolepis coatsi	Pleuragramma antarcticum
Gymnoscopelus braueri	Pleuragramma antarcticum
Gymnoscopelus opisthopterus	Pleuragramma antarcticum
Gymnoscopelus nicholsi	Pleuragramma antarcticum
Protomyctophum bolini	Pleuragramma antarcticum
Euphausia superba	Notothenia marmorata
Cyllopus lucasii	Notothenia marmorata
Silicularia rosea	Notothenia marmorata
Tubularia ralphii	Notothenia marmorata
Oswaldella antarctica	Notothenia marmorata
Monocaulus parvula	Notothenia marmorata
Beroe cucumis	Notothenia marmorata
Lyrocteis flavopallidus	Notothenia marmorata
Callianira antarctica	Notothenia marmorata
Salpa thompsoni	Notothenia marmorata
Pleuragramma antarcticum	Notothenia marmorata
Electrona antarctica	Notothenia marmorata
Bathylagus antarcticus	Notothenia marmorata
Notolepis coatsi	Notothenia marmorata
Gymnoscopelus braueri	Notothenia marmorata
Gymnoscopelus opisthopterus	Notothenia marmorata
Gymnoscopelus nicholsi	Notothenia marmorata
Protomyctophum bolini	Notothenia marmorata
Euphausia crystallorophias	Notothenia coriiceps
Euphausia frigida	Notothenia coriiceps
Thysanoessa macrura	Notothenia coriiceps
Euphausia superba	Notothenia coriiceps
Cyllopus lucasii	Notothenia coriiceps
Epimeria robusta	Notothenia coriiceps
Rhincalanus gigas	Notothenia coriiceps
Calanus propinquus	Notothenia coriiceps
Calanoides acutus	Notothenia coriiceps
Metridia gerlachei	Notothenia coriiceps
Paraeuchaeta antarctica	Notothenia coriiceps
Pentanymphon antarcticum	Notothenia coriiceps
Laetmonice producta	Notothenia coriiceps
Harmothoe spinosa	Notothenia coriiceps
Harmothoe crosetensis	Notothenia coriiceps
Harmotoe hartmanae	Notothenia coriiceps
Polyeunoa laevis	Notothenia coriiceps
Barrukia cristata	Notothenia coriiceps
Eulagisca gigantea	Notothenia coriiceps
Eunoe spica	Notothenia coriiceps
Eunoe hartmanae	Notothenia coriiceps
Eunoe spica spicoides	Notothenia coriiceps
Vanadis antarctica	Notothenia coriiceps
Pista spinifera	Notothenia coriiceps
Phyllocomus crocea	Notothenia coriiceps
Terebella ehlersi	Notothenia coriiceps
Eucranta mollis	Notothenia coriiceps
Notaeolidia gigas	Notothenia coriiceps
Austrodoris kerguelenensis	Notothenia coriiceps
Trophon longstaffi	Notothenia coriiceps
Tritonia antarctica	Notothenia coriiceps
Aegires albus	Notothenia coriiceps
Bathydoris clavigera	Notothenia coriiceps
Tritoniella belli	Notothenia coriiceps
Harpovoluta charcoti	Notothenia coriiceps
Puncturella conica	Notothenia coriiceps
Neobuccinum eatoni	Notothenia coriiceps
Marseniopsis mollis	Notothenia coriiceps
Marseniopsis conica	Notothenia coriiceps
Parmaphorella mawsoni	Notothenia coriiceps
Amauropsis rossiana	Notothenia coriiceps
Newnesia antarctica	Notothenia coriiceps
Falsimargarita gemma	Notothenia coriiceps
Marginella ealesa	Notothenia coriiceps
Pontiothauma ergata	Notothenia coriiceps
Probuccinum tenuistriatum	Notothenia coriiceps
Pareledone charcoti	Notothenia coriiceps
Pareledone antarctica	Notothenia coriiceps
Cyclocardia astartoides	Notothenia coriiceps
Yolida eightsi	Notothenia coriiceps
Laternula elliptica	Notothenia coriiceps
Limopsis lillei	Notothenia coriiceps
Limopsis marionensis	Notothenia coriiceps
Lissarca notorcadensis	Notothenia coriiceps
Propeleda longicaudata	Notothenia coriiceps
Salpa thompsoni	Notothenia coriiceps
Artedidraco orianae	Notothenia coriiceps
Artedidraco loennbergi	Notothenia coriiceps
Artedidraco skottsbergi	Notothenia coriiceps
Dolloidraco longedorsalis	Notothenia coriiceps
Pogonophryne marmorata	Notothenia coriiceps
Pogonophryne phyllopogon	Notothenia coriiceps
Pogonophryne permitini	Notothenia coriiceps
Pogonophryne scotti	Notothenia coriiceps
Pogonophryne barsukovi	Notothenia coriiceps
Cygnodraco mawsoni	Notothenia coriiceps
Gerlachea australis	Notothenia coriiceps
Gymnodraco acuticeps	Notothenia coriiceps
Prionodraco evansii	Notothenia coriiceps
Racovitzia glacialis	Notothenia coriiceps
Chaenodraco wilsoni	Notothenia coriiceps
Chionodraco hamatus	Notothenia coriiceps
Chionodraco myersi	Notothenia coriiceps
Cryodraco antarcticus	Notothenia coriiceps
Dacodraco hunteri	Notothenia coriiceps
Pagetopsis maculatus	Notothenia coriiceps
Aethotaxis mitopteryx	Notothenia coriiceps
Dissostichus mawsoni	Notothenia coriiceps
Trematomus eulepidotus	Notothenia coriiceps
Trematomus lepidorhinus	Notothenia coriiceps
Trematomus loennbergii	Notothenia coriiceps
Trematomus nicolai	Notothenia coriiceps
Trematomus pennellii	Notothenia coriiceps
Trematomus scotti	Notothenia coriiceps
Pleuragramma antarcticum	Notothenia coriiceps
Notothenia marmorata	Notothenia coriiceps
Notothenia coriiceps	Notothenia coriiceps
Trematomus bernacchii	Notothenia coriiceps
Trematomus hansoni	Notothenia coriiceps
Macrourus holotrachys	Notothenia coriiceps
Macrourus whitsoni	Notothenia coriiceps
Electrona antarctica	Notothenia coriiceps
Harpagifer antarcticus	Notothenia coriiceps
Bathylagus antarcticus	Notothenia coriiceps
Notolepis coatsi	Notothenia coriiceps
Gymnoscopelus braueri	Notothenia coriiceps
Gymnoscopelus opisthopterus	Notothenia coriiceps
Gymnoscopelus nicholsi	Notothenia coriiceps
Protomyctophum bolini	Notothenia coriiceps
Pagetopsis macropterus	Notothenia coriiceps
Muraenolepis marmoratus	Notothenia coriiceps
Muraenolepis microps	Notothenia coriiceps
Pachycara brachycephalum	Notothenia coriiceps
Champsocephalus gunnari	Notothenia coriiceps
Cyllopus lucasii	Trematomus bernacchii
Epimeria robusta	Trematomus bernacchii
Rhincalanus gigas	Trematomus bernacchii
Calanus propinquus	Trematomus bernacchii
Calanoides acutus	Trematomus bernacchii
Metridia gerlachei	Trematomus bernacchii
Paraeuchaeta antarctica	Trematomus bernacchii
Ceratoserolis meridionalis	Trematomus bernacchii
Frontoserolis bouvieri	Trematomus bernacchii
Natatolana obtusata	Trematomus bernacchii
Natatolana oculata	Trematomus bernacchii
Natatolana meridionalis	Trematomus bernacchii
Munna globicauda	Trematomus bernacchii
Serolella bouveri	Trematomus bernacchii
Serolis polita	Trematomus bernacchii
Gnathia calva	Trematomus bernacchii
Glyptonotus antarcticus	Trematomus bernacchii
Austrosignum grande	Trematomus bernacchii
